Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,XBH,GIDP,SO,HBP,AB,R,CS,H,BB,3B,SF,HR,SB,SH,IBB,2B,PA,TB,RBI,CG,SV,SHO,GF,DEC,TBF,ER,GS,WP,IP,ERA,Pitches Thrown,Pitching Outs,Actual Stat,Hit
andrew mccutchen,OF,PIT,Hits+Runs+RBIs,1.5,CHC,base,Sun 2:20 PM,1,0,1,0,4,1,0,2,0,0,0,1,0,0,0,0,4,5,1,,,,,,,,,,,,0,0,4.0,1
nick gonzales,IF,PIT,Hits+Runs+RBIs,1.5,CHC,base,Sun 2:20 PM,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,0,0,2.0,1
michael busch,IF,CHC,Hits+Runs+RBIs,1.5,PIT,base,Sun 2:20 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
kyle tucker,OF,CHC,Runs,0.5,PIT,base,Sun 2:20 PM,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,0,0,0.0,0
ke'bryan hayes,IF,PIT,Hitter Fantasy Score,4.5,CHC,base,Sun 2:20 PM,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,4,1,0,,,,,,,,,,,,0,0,3.0,0
bryan reynolds,OF,PIT,Hitter Fantasy Score,5.5,CHC,base,Sun 2:20 PM,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
oneil cruz,OF,PIT,Hitter Fantasy Score,8.5,CHC,base,Sun 2:20 PM,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
ian happ,OF,CHC,Hitter Fantasy Score,6.5,PIT,base,Sun 2:20 PM,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,1,,,,,,,,,,,,0,0,2.0,0
seiya suzuki,OF,CHC,Hitter Fantasy Score,6.0,PIT,base,Sun 2:20 PM,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
dansby swanson,IF,CHC,Hitter Fantasy Score,5.0,PIT,base,Sun 2:20 PM,1,0,2,0,3,1,0,1,0,0,0,1,0,0,0,0,3,4,1,,,,,,,,,,,,0,0,14.0,1
andrew mccutchen,OF,PIT,Hitter Fantasy Score,5.0,CHC,base,Sun 2:20 PM,1,0,1,0,4,1,0,2,0,0,0,1,0,0,0,0,4,5,1,,,,,,,,,,,,0,0,17.0,1
henry davis,C,PIT,Hitter Fantasy Score,3.5,CHC,base,Sun 2:20 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
michael busch,IF,CHC,Hitter Fantasy Score,4.5,PIT,base,Sun 2:20 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
pete crow-armstrong,OF,CHC,Hitter Fantasy Score,6.5,PIT,base,Sun 2:20 PM,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,3,1,0,,,,,,,,,,,,0,0,8.0,1
isiah kiner-falefa,IF,PIT,Hitter Fantasy Score,3.5,CHC,base,Sun 2:20 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
kyle tucker,OF,CHC,Hitter Fantasy Score,7.5,PIT,base,Sun 2:20 PM,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,4,2,0,,,,,,,,,,,,0,0,6.0,0
matt shaw,IF,CHC,Hitter Fantasy Score,3.5,PIT,base,Sun 2:20 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
spencer horwitz,IF,PIT,Hitter Fantasy Score,5.0,CHC,base,Sun 2:20 PM,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,4,1,0,,,,,,,,,,,,0,0,5.0,1
corey seager,IF,TEX,Total Bases,1.5,CWS,base,Sun 2:35 PM,1,1,1,0,4,1,0,1,2,0,0,0,0,0,0,1,6,2,1,,,,,,,,,,,,0,0,2.0,1
corey seager,IF,TEX,Runs,0.5,CWS,base,Sun 2:35 PM,1,1,1,0,4,1,0,1,2,0,0,0,0,0,0,1,6,2,1,,,,,,,,,,,,0,0,1.0,1
marcus semien,IF,TEX,Hitter Strikeouts,0.5,CWS,base,Sun 2:35 PM,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,1,6,3,1,,,,,,,,,,,,0,0,0.0,0
marcus semien,IF,TEX,Hits+Runs+RBIs,1.5,CWS,base,Sun 2:35 PM,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,1,6,3,1,,,,,,,,,,,,0,0,3.0,1
josh smith,IF,TEX,Runs,0.5,CWS,base,Sun 2:35 PM,2,0,1,0,5,2,0,2,1,0,0,0,0,0,0,2,6,4,0,,,,,,,,,,,,0,0,2.0,1
josh smith,IF,TEX,Hits+Runs+RBIs,1.5,CWS,base,Sun 2:35 PM,2,0,1,0,5,2,0,2,1,0,0,0,0,0,0,2,6,4,0,,,,,,,,,,,,0,0,4.0,1
josh jung,IF,TEX,Hits+Runs+RBIs,1.5,CWS,base,Sun 2:35 PM,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,0,0,0.0,0
andrew benintendi,OF,CWS,Hits+Runs+RBIs,1.5,TEX,base,Sun 2:35 PM,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
wyatt langford,OF,TEX,Runs,0.5,CWS,base,Sun 2:35 PM,0,0,0,1,4,1,0,2,1,0,0,0,0,0,1,0,6,2,0,,,,,,,,,,,,0,0,1.0,1
michael a taylor,OF,CWS,Total Bases,0.5,TEX,base,Sun 2:35 PM,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,,,,,,0,0,2.0,1
michael a taylor,OF,CWS,Hits,0.5,TEX,base,Sun 2:35 PM,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,,,,,,,,,,,,0,0,1.0,1
jake burger,IF,TEX,Hits+Runs+RBIs,1.5,CWS,base,Sun 2:35 PM,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,6,0,0,,,,,,,,,,,,0,0,0.0,0
chase meidroth,IF,CWS,Hits+Runs+RBIs,1.5,TEX,base,Sun 2:35 PM,0,0,1,0,5,1,0,2,0,0,0,0,0,0,0,0,5,2,0,,,,,,,,,,,,0,0,3.0,1
mike tauchman,OF,CWS,Hits+Runs+RBIs,1.5,TEX,base,Sun 2:35 PM,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,2.0,1
mike tauchman,OF,CWS,Walks,0.5,TEX,base,Sun 2:35 PM,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,0.0,0
vinny capra,IF,CWS,Total Bases,0.5,TEX,base,Sun 2:35 PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
vinny capra,IF,CWS,Hits,0.5,TEX,base,Sun 2:35 PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
corey seager,IF,TEX,Hitter Fantasy Score,6.5,CWS,base,Sun 2:35 PM,1,1,1,0,4,1,0,1,2,0,0,0,0,0,0,1,6,2,1,,,,,,,,,,,,0,0,13.0,1
marcus semien,IF,TEX,Hitter Fantasy Score,6.0,CWS,base,Sun 2:35 PM,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,1,6,3,1,,,,,,,,,,,,0,0,10.0,1
adolis garcia,OF,TEX,Hitter Fantasy Score,3.5,CWS,base,Sun 2:35 PM,1,0,2,0,6,0,0,3,0,0,0,0,0,0,0,1,6,4,1,,,,,,,,,,,,0,0,13.0,1
jonah heim,C,TEX,Hitter Fantasy Score,3.5,CWS,base,Sun 2:35 PM,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,0.0,0
josh smith,IF,TEX,Hitter Fantasy Score,7.5,CWS,base,Sun 2:35 PM,2,0,1,0,5,2,0,2,1,0,0,0,0,0,0,2,6,4,0,,,,,,,,,,,,0,0,16.0,1
andrew benintendi,OF,CWS,Hitter Fantasy Score,5.0,TEX,base,Sun 2:35 PM,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
wyatt langford,OF,TEX,Hitter Fantasy Score,6.5,CWS,base,Sun 2:35 PM,0,0,0,1,4,1,0,2,1,0,0,0,0,0,1,0,6,2,0,,,,,,,,,,,,0,0,12.0,1
miguel vargas,IF,CWS,Hitter Fantasy Score,5.0,TEX,base,Sun 2:35 PM,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,5,2,0,,,,,,,,,,,,0,0,7.0,1
chase meidroth,IF,CWS,Hitter Fantasy Score,5.5,TEX,base,Sun 2:35 PM,0,0,1,0,5,1,0,2,0,0,0,0,0,0,0,0,5,2,0,,,,,,,,,,,,0,0,8.0,1
mike tauchman,OF,CWS,Hitter Fantasy Score,5.5,TEX,base,Sun 2:35 PM,0,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,5.0,0
xander bogaerts,IF,SD,Hits+Runs+RBIs,1.5,AZ,base,Sun 4:10 PM,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,1,,,,,,,,,,,,0,0,1.0,0
fernando tatis,OF,SD,Total Bases,1.5,AZ,base,Sun 4:10 PM,0,0,1,0,5,2,0,2,0,0,0,0,0,0,0,0,5,2,2,,,,,,,,,,,,0,0,2.0,1
lourdes gurriel,OF,AZ,Hits+Runs+RBIs,1.5,SD,base,Sun 4:10 PM,0,0,1,0,3,0,0,1,1,0,0,0,1,0,0,0,4,1,0,,,,,,,,,,,,0,0,1.0,0
corbin carroll,OF,AZ,Total Bases,1.5,SD,base,Sun 4:10 PM,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,0.0,0
ketel marte,IF,AZ,Hits+Runs+RBIs,1.5,SD,base,Sun 4:10 PM,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,3.0,1
ketel marte,IF,AZ,Walks,0.5,SD,base,Sun 4:10 PM,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,0.0,0
eugenio suarez,IF,AZ,Hits+Runs+RBIs,1.5,SD,base,Sun 4:10 PM,1,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0,4,4,3,,,,,,,,,,,,0,0,5.0,1
alek thomas,OF,AZ,Hitter Strikeouts,0.5,SD,base,Sun 4:10 PM,0,0,2,0,3,1,0,1,1,0,0,0,0,0,0,0,4,1,0,,,,,,,,,,,,0,0,2.0,1
tyler wade,IF,SD,Total Bases,0.5,AZ,base,Sun 4:10 PM,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
josh naylor,IF,AZ,Hitter Strikeouts,0.5,SD,base,Sun 4:10 PM,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,1.0,1
gavin sheets,IF,SD,Hits+Runs+RBIs,1.5,AZ,base,Sun 4:10 PM,2,0,0,0,3,2,0,3,1,0,0,1,0,0,0,1,4,7,1,,,,,,,,,,,,0,0,6.0,1
jose iglesias,IF,SD,Hits+Runs+RBIs,1.5,AZ,base,Sun 4:10 PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
jose ramirez,IF,CLE,Hits+Runs+RBIs,1.5,SEA,base,Sun 4:10 PM,1,0,1,0,4,1,0,2,0,0,0,1,0,0,0,0,4,5,1,,,,,,,,,,,,0,0,4.0,1
jp crawford,IF,SEA,Hits+Runs+RBIs,1.5,CLE,base,Sun 4:10 PM,0,0,0,0,3,1,1,3,2,0,0,0,1,0,1,0,5,3,0,,,,,,,,,,,,0,0,4.0,1
cal raleigh,C,SEA,Hits+Runs+RBIs,1.5,CLE,base,Sun 4:10 PM,1,0,0,1,3,0,0,1,1,0,0,0,0,0,1,1,5,2,1,,,,,,,,,,,,0,0,2.0,1
cal raleigh,C,SEA,Runs,0.5,CLE,base,Sun 4:10 PM,1,0,0,1,3,0,0,1,1,0,0,0,0,0,1,1,5,2,1,,,,,,,,,,,,0,0,0.0,0
bo naylor,C,CLE,Hits,0.5,SEA,base,Sun 4:10 PM,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
bo naylor,C,CLE,Total Bases,0.5,SEA,base,Sun 4:10 PM,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
kyle manzardo,IF,CLE,Hits+Runs+RBIs,1.5,SEA,base,Sun 4:10 PM,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,4,2,0,,,,,,,,,,,,0,0,1.0,0
rowdy tellez,IF,SEA,Total Bases,0.5,CLE,base,Sun 4:10 PM,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
rowdy tellez,IF,SEA,Hits,0.5,CLE,base,Sun 4:10 PM,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
miles mastrobuoni,IF,SEA,Hitter Strikeouts,0.5,CLE,base,Sun 4:10 PM,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
miles mastrobuoni,IF,SEA,Total Bases,0.5,CLE,base,Sun 4:10 PM,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
miles mastrobuoni,IF,SEA,Hits,0.5,CLE,base,Sun 4:10 PM,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,0,0.0,0
cole young,IF,SEA,Hits,0.5,CLE,base,Sun 4:10 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
cole young,IF,SEA,Total Bases,0.5,CLE,base,Sun 4:10 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
manny machado,IF,SD,Hitter Fantasy Score,6.5,AZ,base,Sun 4:10 PM,1,1,0,0,4,0,0,1,1,0,0,0,0,0,0,1,5,2,2,,,,,,,,,,,,0,0,11.0,1
fernando tatis,OF,SD,Hitter Fantasy Score,7.5,AZ,base,Sun 4:10 PM,0,0,1,0,5,2,0,2,0,0,0,0,0,0,0,0,5,2,2,,,,,,,,,,,,0,0,14.0,1
lourdes gurriel,OF,AZ,Hitter Fantasy Score,4.5,SD,base,Sun 4:10 PM,0,0,1,0,3,0,0,1,1,0,0,0,1,0,0,0,4,1,0,,,,,,,,,,,,0,0,10.0,1
corbin carroll,OF,AZ,Hitter Fantasy Score,6.5,SD,base,Sun 4:10 PM,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,2.0,0
ketel marte,IF,AZ,Hitter Fantasy Score,5.5,SD,base,Sun 4:10 PM,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,7.0,1
eugenio suarez,IF,AZ,Hitter Fantasy Score,4.5,SD,base,Sun 4:10 PM,1,0,1,0,3,1,0,1,1,0,0,1,0,0,0,0,4,4,3,,,,,,,,,,,,0,0,20.0,1
geraldo perdomo,IF,AZ,Hitter Fantasy Score,5.0,SD,base,Sun 4:10 PM,1,0,0,0,4,2,0,2,1,1,0,0,0,0,0,0,5,4,3,,,,,,,,,,,,0,0,23.0,1
luis arraez,IF,SD,Hitter Fantasy Score,6.5,AZ,base,Sun 4:10 PM,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,5,2,0,,,,,,,,,,,,0,0,6.0,0
josh naylor,IF,AZ,Hitter Fantasy Score,5.0,SD,base,Sun 4:10 PM,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,7.0,1
julio rodriguez,OF,SEA,Hitter Fantasy Score,7.5,CLE,base,Sun 4:10 PM,0,0,1,0,5,1,0,1,0,0,0,0,1,0,0,0,5,1,0,,,,,,,,,,,,0,0,10.0,1
jose ramirez,IF,CLE,Hitter Fantasy Score,7.5,SEA,base,Sun 4:10 PM,1,0,1,0,4,1,0,2,0,0,0,1,0,0,0,0,4,5,1,,,,,,,,,,,,0,0,17.0,1
steven kwan,OF,CLE,Hitter Fantasy Score,6.5,SEA,base,Sun 4:10 PM,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,0.0,0
jp crawford,IF,SEA,Hitter Fantasy Score,5.5,CLE,base,Sun 4:10 PM,0,0,0,0,3,1,1,3,2,0,0,0,1,0,1,0,5,3,0,,,,,,,,,,,,0,0,20.0,1
cal raleigh,C,SEA,Hitter Fantasy Score,6.5,CLE,base,Sun 4:10 PM,1,0,0,1,3,0,0,1,1,0,0,0,0,0,1,1,5,2,1,,,,,,,,,,,,0,0,11.0,1
dominic canzone,OF,SEA,Hitter Fantasy Score,3.5,CLE,base,Sun 4:10 PM,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,4,1,0,,,,,,,,,,,,0,0,3.0,0
randy arozarena,OF,SEA,Hitter Fantasy Score,5.0,CLE,base,Sun 4:10 PM,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,4.0,0
carlos santana,IF,CLE,Hitter Fantasy Score,5.0,SEA,base,Sun 4:10 PM,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,4,1,0,,,,,,,,,,,,0,0,5.0,1
rowdy tellez,IF,SEA,Hitter Fantasy Score,3.5,CLE,base,Sun 4:10 PM,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
ben williamson,IF,SEA,Hitter Fantasy Score,3.5,CLE,base,Sun 4:10 PM,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
cole young,IF,SEA,Hitter Fantasy Score,3.5,CLE,base,Sun 4:10 PM,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,4,0,0,,,,,,,,,,,,0,0,0.0,0
mike yastrzemski,OF,SF,Total Bases,0.5,LAD,base,Sun 7:10 PM,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,4,2,0,,,,,,,,,,,,0,0,2.0,1
will smith,C,LAD,Hits+Runs+RBIs,1.5,SF,base,Sun 7:10 PM,0,1,0,0,4,1,0,1,0,0,1,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,3.0,1
mookie betts,IF,LAD,Hitter Strikeouts,0.5,SF,base,Sun 7:10 PM,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,4,2,2,,,,,,,,,,,,0,0,0.0,0
heliot ramos,OF,SF,Hits+Runs+RBIs,1.5,LAD,base,Sun 7:10 PM,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
andy pages,OF,LAD,Hits+Runs+RBIs,1.5,SF,base,Sun 7:10 PM,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,3.0,1
shohei ohtani,P/DH,LAD,Hits+Runs+RBIs,2.5,SF,base,Sun 7:10 PM,2,0,0,0,3,3,0,2,2,0,0,2,0,0,1,0,5,8,2,,,,,,,,,,,,0,0,7.0,1
teoscar hernandez,OF,LAD,Runs,0.5,SF,base,Sun 7:10 PM,1,0,0,0,3,2,0,1,1,0,0,1,0,0,0,0,4,4,2,,,,,,,,,,,,0,0,2.0,1
jung hoo lee,OF,SF,Hitter Strikeouts,0.5,LAD,base,Sun 7:10 PM,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,1.0,1
jung hoo lee,OF,SF,Hits+Runs+RBIs,1.5,LAD,base,Sun 7:10 PM,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,0.0,0
tommy edman,OF,LAD,Hits+Runs+RBIs,1.5,SF,base,Sun 7:10 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0.0,0
tommy edman,OF,LAD,Hitter Strikeouts,0.5,SF,base,Sun 7:10 PM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0.0,0
michael conforto,OF,LAD,Hits,0.5,SF,base,Sun 7:10 PM,1,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,5,2,1,,,,,,,,,,,,0,0,1.0,1
michael conforto,OF,LAD,Total Bases,0.5,SF,base,Sun 7:10 PM,1,0,0,0,4,1,0,1,1,0,0,0,0,0,0,1,5,2,1,,,,,,,,,,,,0,0,2.0,1
willy adames,IF,SF,Hits+Runs+RBIs,1.5,LAD,base,Sun 7:10 PM,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
will smith,C,LAD,Hitter Fantasy Score,5.5,SF,base,Sun 7:10 PM,0,1,0,0,4,1,0,1,0,0,1,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,7.0,1
mookie betts,IF,LAD,Hitter Fantasy Score,7.5,SF,base,Sun 7:10 PM,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,4,2,2,,,,,,,,,,,,0,0,11.0,1
heliot ramos,OF,SF,Hitter Fantasy Score,5.5,LAD,base,Sun 7:10 PM,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,0,0,0.0,0
andy pages,OF,LAD,Hitter Fantasy Score,4.5,SF,base,Sun 7:10 PM,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,5,1,1,,,,,,,,,,,,0,0,7.0,1
shohei ohtani,P/DH,LAD,Hitter Fantasy Score,9.5,SF,base,Sun 7:10 PM,2,0,0,0,3,3,0,2,2,0,0,2,0,0,1,0,5,8,2,,,,,,,,,,,,0,0,34.0,1
teoscar hernandez,OF,LAD,Hitter Fantasy Score,5.5,SF,base,Sun 7:10 PM,1,0,0,0,3,2,0,1,1,0,0,1,0,0,0,0,4,4,2,,,,,,,,,,,,0,0,20.0,1
jung hoo lee,OF,SF,Hitter Fantasy Score,6.0,LAD,base,Sun 7:10 PM,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,,,,,,,,,,,,0,0,2.0,0
