Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,Opponent Defensive Rating,Home/Away,Season Hit %,Last 10 Hit Percentage,GP (Season Stats),PPG (Season Stats),RPG (Season Stats),APG (Season Stats),SPG (Season Stats),BPG (Season Stats),FGM (Season Stats),FGA (Season Stats),3PM (Season Stats),3PA (Season Stats),FTM (Season Stats),FTA (Season Stats),OREB (Season Stats),DREB (Season Stats),TPG (Season Stats),GP (Last 5 Season),PPG (Last 5 Season),RPG (Last 5 Season),APG (Last 5 Season),SPG (Last 5 Season),BPG (Last 5 Season),FGM (Last 5 Season),FGA (Last 5 Season),3PM (Last 5 Season),3PA (Last 5 Season),FTM (Last 5 Season),FTA (Last 5 Season),OREB (Last 5 Season),DREB (Last 5 Season),TPG (Last 5 Season),GP (Last 10 Season),PPG (Last 10 Season),RPG (Last 10 Season),APG (Last 10 Season),SPG (Last 10 Season),BPG (Last 10 Season),FGM (Last 10 Season),FGA (Last 10 Season),3PM (Last 10 Season),3PA (Last 10 Season),FTM (Last 10 Season),FTA (Last 10 Season),OREB (Last 10 Season),DREB (Last 10 Season),TPG (Last 10 Season),GP (H2H Current Season),PPG (H2H Current Season),RPG (H2H Current Season),APG (H2H Current Season),SPG (H2H Current Season),BPG (H2H Current Season),FGM (H2H Current Season),FGA (H2H Current Season),3PM (H2H Current Season),3PA (H2H Current Season),FTM (H2H Current Season),FTA (H2H Current Season),OREB (H2H Current Season),DREB (H2H Current Season),TPG (H2H Current Season),GP (Last 10 H2H),PPG (Last 10 H2H),RPG (Last 10 H2H),APG (Last 10 H2H),SPG (Last 10 H2H),BPG (Last 10 H2H),FGM (Last 10 H2H),FGA (Last 10 H2H),3PM (Last 10 H2H),3PA (Last 10 H2H),FTM (Last 10 H2H),FTA (Last 10 H2H),OREB (Last 10 H2H),DREB (Last 10 H2H),TPG (Last 10 H2H)
Kenrich Williams,G-F,OKC,pts+asts,3.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,81.8%,69,6.3,3.5,1.4,0.6,0.1,2.5,5.1,1.0,2.5,0.4,0.6,0.9,2.6,0.6,5,4.2,2.0,0.2,0.6,0.0,1.8,2.6,0.6,1.2,0.0,0.0,0.2,1.8,0.6,10,4.9,3.5,0.5,1.0,0.0,2.1,4.8,0.3,2.1,0.4,0.8,0.5,3.0,0.8,2.0,9.5,7.0,2.5,0.5,0.0,4.0,7.0,1.0,2.0,0.5,1.0,1.0,6.0,0.0,10,8.3,5.2,3.0,0.8,0.4,3.4,6.8,1.1,2.5,0.4,0.7,1.6,3.6,1.0
Kenrich Williams,G-F,OKC,pts+rebs+asts,5.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,100.0%,69,6.3,3.5,1.4,0.6,0.1,2.5,5.1,1.0,2.5,0.4,0.6,0.9,2.6,0.6,5,4.2,2.0,0.2,0.6,0.0,1.8,2.6,0.6,1.2,0.0,0.0,0.2,1.8,0.6,10,4.9,3.5,0.5,1.0,0.0,2.1,4.8,0.3,2.1,0.4,0.8,0.5,3.0,0.8,2.0,9.5,7.0,2.5,0.5,0.0,4.0,7.0,1.0,2.0,0.5,1.0,1.0,6.0,0.0,10,8.3,5.2,3.0,0.8,0.4,3.4,6.8,1.1,2.5,0.4,0.7,1.6,3.6,1.0
Kenrich Williams,G-F,OKC,rebs+asts,2.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,100.0%,69,6.3,3.5,1.4,0.6,0.1,2.5,5.1,1.0,2.5,0.4,0.6,0.9,2.6,0.6,5,4.2,2.0,0.2,0.6,0.0,1.8,2.6,0.6,1.2,0.0,0.0,0.2,1.8,0.6,10,4.9,3.5,0.5,1.0,0.0,2.1,4.8,0.3,2.1,0.4,0.8,0.5,3.0,0.8,2.0,9.5,7.0,2.5,0.5,0.0,4.0,7.0,1.0,2.0,0.5,1.0,1.0,6.0,0.0,10,8.3,5.2,3.0,0.8,0.4,3.4,6.8,1.1,2.5,0.4,0.7,1.6,3.6,1.0
Kenrich Williams,G-F,OKC,points,2.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,81.8%,69,6.3,3.5,1.4,0.6,0.1,2.5,5.1,1.0,2.5,0.4,0.6,0.9,2.6,0.6,5,4.2,2.0,0.2,0.6,0.0,1.8,2.6,0.6,1.2,0.0,0.0,0.2,1.8,0.6,10,4.9,3.5,0.5,1.0,0.0,2.1,4.8,0.3,2.1,0.4,0.8,0.5,3.0,0.8,2.0,9.5,7.0,2.5,0.5,0.0,4.0,7.0,1.0,2.0,0.5,1.0,1.0,6.0,0.0,10,8.3,5.2,3.0,0.8,0.4,3.4,6.8,1.1,2.5,0.4,0.7,1.6,3.6,1.0
Jalen Williams,G-F,OKC,fantasy score,41.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,free throws attempted,4.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,3-pt attempted,5.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,20.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,points in first 5 minutes,2.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,fg attempted,17.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,20.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,pra in first 5 minutes,4.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,two pointers made,6.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,pts+rebs+asts,33.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,points,22.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,fg made,8.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,two pointers attempted,13.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,free throws made,3.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,pts+rebs,28.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,assists,5.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,100.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,pts+asts,27.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,rebounds,6.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,40.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Jalen Williams,G-F,OKC,rebs+asts,11.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,40.0%,69,21.6,5.3,5.1,1.6,0.7,8.2,16.9,1.8,4.9,3.4,4.3,0.9,4.5,2.2,5,22.2,6.6,4.4,2.0,0.2,8.4,17.0,2.4,5.2,3.0,3.6,0.8,5.8,2.0,10,20.1,6.0,5.3,1.8,0.3,7.3,16.6,1.9,5.2,3.6,4.3,0.9,5.1,1.8,2.0,19.0,3.0,5.5,0.0,0.0,7.5,18.0,1.0,4.0,3.0,3.5,0.0,3.0,2.0,4,15.8,4.8,5.8,1.5,0.3,6.3,14.0,0.8,3.8,2.5,2.8,0.5,4.3,1.8
Andrew Nembhard,G-F,IND,3-pt attempted,3.5,OKC,base,Thu 8:40 PM,107.5,N/A,27.7%,100.0%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,rebs+asts,8.0,OKC,base,Thu 8:40 PM,107.5,N/A,47.7%,85.7%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,pts+asts,16.0,OKC,base,Thu 8:40 PM,107.5,N/A,35.4%,85.7%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,fg made,4.0,OKC,base,Thu 8:40 PM,107.5,N/A,33.8%,85.7%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,personal fouls,3.0,OKC,base,Thu 8:40 PM,107.5,N/A,23.1%,0%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,assists,4.5,OKC,base,Thu 8:40 PM,107.5,N/A,47.7%,85.7%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,pts+rebs,14.5,OKC,base,Thu 8:40 PM,107.5,N/A,32.3%,85.7%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,points,11.5,OKC,base,Thu 8:40 PM,107.5,N/A,33.8%,85.7%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,fg attempted,10.0,OKC,base,Thu 8:40 PM,107.5,N/A,30.8%,71.4%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,pts+rebs+asts,19.5,OKC,base,Thu 8:40 PM,107.5,N/A,38.5%,85.7%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,two pointers made,3.0,OKC,base,Thu 8:40 PM,107.5,N/A,52.3%,0%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,free throws made,1.5,OKC,base,Thu 8:40 PM,107.5,N/A,49.2%,0%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,fantasy score,23.5,OKC,base,Thu 8:40 PM,107.5,N/A,92.3%,0%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Andrew Nembhard,G-F,IND,two pointers attempted,6.5,OKC,base,Thu 8:40 PM,107.5,N/A,69.2%,0%,65,10.0,3.3,5.0,1.2,0.2,3.8,8.3,0.8,2.7,1.7,2.1,0.5,2.8,1.7,5,8.8,2.8,3.4,2.4,0.2,3.4,9.2,1.0,2.6,1.0,1.2,0.2,2.6,1.0,10,10.7,3.5,5.1,1.9,0.3,4.2,9.6,1.3,3.2,1.0,1.4,0.7,2.8,2.1,2.0,19.5,7.0,7.0,0.0,0.5,7.5,15.0,1.0,4.5,3.5,4.0,1.0,6.0,1.5,6,15.3,4.8,5.7,0.7,0.2,5.7,12.3,1.7,4.8,2.3,2.7,1.0,3.8,2.0
Aaron Nesmith,G-F,IND,two pointers attempted,4.0,OKC,base,Thu 8:40 PM,107.5,N/A,86.7%,0%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
Aaron Nesmith,G-F,IND,rebs+asts,5.5,OKC,base,Thu 8:40 PM,107.5,N/A,44.4%,11.1%,45,12.0,4.0,1.2,0.8,0.4,4.3,8.4,1.9,4.3,1.6,1.8,0.8,3.1,0.8,5,9.8,4.4,0.6,1.2,0.6,3.2,8.0,1.6,4.2,1.8,2.0,0.4,4.0,1.2,10,13.4,4.9,1.1,1.0,1.0,4.5,9.5,2.5,5.3,1.9,2.1,0.8,4.1,0.7,1.0,7.0,4.0,0.0,1.0,1.0,3.0,8.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,8,7.6,2.8,0.8,0.8,0.5,2.9,6.9,1.1,3.6,0.8,1.0,0.9,1.9,1.1
