Player,Position,Team,Prop Type,Prop Value,Opposing Team,Odds Category,Start Time,Opponent Defensive Rating,Home/Away,Season Hit %,Last 10 Hit Percentage,GP (Season Stats),PPG (Season Stats),RPG (Season Stats),APG (Season Stats),SPG (Season Stats),BPG (Season Stats),FGM (Season Stats),FGA (Season Stats),3PM (Season Stats),3PA (Season Stats),FTM (Season Stats),FTA (Season Stats),OREB (Season Stats),DREB (Season Stats),TPG (Season Stats),GP (Last 5 Season),PPG (Last 5 Season),RPG (Last 5 Season),APG (Last 5 Season),SPG (Last 5 Season),BPG (Last 5 Season),FGM (Last 5 Season),FGA (Last 5 Season),3PM (Last 5 Season),3PA (Last 5 Season),FTM (Last 5 Season),FTA (Last 5 Season),OREB (Last 5 Season),DREB (Last 5 Season),TPG (Last 5 Season),GP (Last 10 Season),PPG (Last 10 Season),RPG (Last 10 Season),APG (Last 10 Season),SPG (Last 10 Season),BPG (Last 10 Season),FGM (Last 10 Season),FGA (Last 10 Season),3PM (Last 10 Season),3PA (Last 10 Season),FTM (Last 10 Season),FTA (Last 10 Season),OREB (Last 10 Season),DREB (Last 10 Season),TPG (Last 10 Season),GP (H2H Current Season),PPG (H2H Current Season),RPG (H2H Current Season),APG (H2H Current Season),SPG (H2H Current Season),BPG (H2H Current Season),FGM (H2H Current Season),FGA (H2H Current Season),3PM (H2H Current Season),3PA (H2H Current Season),FTM (H2H Current Season),FTA (H2H Current Season),OREB (H2H Current Season),DREB (H2H Current Season),TPG (H2H Current Season),GP (Last 10 H2H),PPG (Last 10 H2H),RPG (Last 10 H2H),APG (Last 10 H2H),SPG (Last 10 H2H),BPG (Last 10 H2H),FGM (Last 10 H2H),FGA (Last 10 H2H),3PM (Last 10 H2H),3PA (Last 10 H2H),FTM (Last 10 H2H),FTA (Last 10 H2H),OREB (Last 10 H2H),DREB (Last 10 H2H),TPG (Last 10 H2H)
Chet Holmgren,C-F,OKC,defensive rebounds,7.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,100.0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Chet Holmgren,C-F,OKC,pts+asts,18.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0.0%,32,15.0,8.0,2.0,0.7,2.2,5.2,10.7,1.4,3.6,3.2,4.2,1.5,6.5,1.8,5,18.0,6.0,1.6,0.6,1.6,6.8,12.0,1.4,3.8,3.0,4.2,1.8,4.2,1.0,10,16.2,8.9,1.1,0.7,1.5,6.3,12.1,1.1,4.0,2.5,3.7,2.1,6.8,1.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,15.0,10.5,1.5,0.0,2.5,5.0,14.0,2.0,6.0,3.0,4.0,1.0,9.5,1.0
Obi Toppin,F,IND,points,8.5,OKC,base,Thu 8:40 PM,107.5,N/A,59.5%,40.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,personal fouls,2.0,OKC,base,Thu 8:40 PM,107.5,N/A,11.4%,0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,offensive rebounds,0.5,OKC,base,Thu 8:40 PM,107.5,N/A,51.9%,80.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,pts+rebs+asts,13.5,OKC,base,Thu 8:40 PM,107.5,N/A,59.5%,30.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,rebs+asts,4.5,OKC,base,Thu 8:40 PM,107.5,N/A,68.4%,50.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,pts+asts,10.0,OKC,base,Thu 8:40 PM,107.5,N/A,57.0%,40.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,free throws made,0.5,OKC,base,Thu 8:40 PM,107.5,N/A,50.6%,0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,two pointers attempted,4.0,OKC,base,Thu 8:40 PM,107.5,N/A,83.5%,0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,fg made,3.0,OKC,base,Thu 8:40 PM,107.5,N/A,59.5%,60.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,dunks,0.5,OKC,base,Thu 8:40 PM,107.5,N/A,0.0%,0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,3-pt attempted,3.0,OKC,base,Thu 8:40 PM,107.5,N/A,50.6%,50.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,fg attempted,7.0,OKC,base,Thu 8:40 PM,107.5,N/A,53.2%,40.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Obi Toppin,F,IND,pts+rebs,11.5,OKC,base,Thu 8:40 PM,107.5,N/A,65.8%,60.0%,79,10.5,4.0,1.6,0.6,0.4,4.0,7.6,1.4,3.8,1.1,1.4,0.7,3.3,0.9,5,9.2,3.6,0.8,0.4,0.6,3.6,7.2,0.6,2.4,1.4,1.4,0.4,3.2,1.0,10,9.1,4.0,1.5,0.6,0.3,3.6,7.5,0.5,2.8,1.4,1.7,0.7,3.3,0.8,2.0,8.5,3.0,2.5,0.0,1.0,3.5,5.5,1.5,3.5,0.0,0.0,0.5,2.5,1.0,9,8.1,3.8,1.1,0.3,0.3,3.2,6.3,0.8,2.6,0.9,1.6,1.0,2.8,0.9
Ben Sheppard,G,IND,pts+rebs+asts,6.5,OKC,base,Thu 8:40 PM,107.5,N/A,66.7%,80.0%,63,5.3,2.8,1.3,0.6,0.2,1.9,4.6,1.1,3.2,0.4,0.4,0.7,2.1,0.3,5,3.8,2.2,1.0,0.4,0.0,1.2,2.0,1.0,1.6,0.4,0.4,0.2,2.0,0.6,10,3.9,1.8,0.6,0.3,0.0,1.3,2.3,0.9,1.7,0.4,0.4,0.1,1.7,0.7,2.0,7.5,2.5,2.0,0.5,0.5,2.5,5.5,1.5,4.0,1.0,1.0,0.0,2.5,1.0,4,6.8,2.3,1.0,0.8,0.3,2.5,6.5,1.3,4.3,0.5,0.5,0.5,1.8,0.8
Ben Sheppard,G,IND,points,3.0,OKC,base,Thu 8:40 PM,107.5,N/A,60.3%,100.0%,63,5.3,2.8,1.3,0.6,0.2,1.9,4.6,1.1,3.2,0.4,0.4,0.7,2.1,0.3,5,3.8,2.2,1.0,0.4,0.0,1.2,2.0,1.0,1.6,0.4,0.4,0.2,2.0,0.6,10,3.9,1.8,0.6,0.3,0.0,1.3,2.3,0.9,1.7,0.4,0.4,0.1,1.7,0.7,2.0,7.5,2.5,2.0,0.5,0.5,2.5,5.5,1.5,4.0,1.0,1.0,0.0,2.5,1.0,4,6.8,2.3,1.0,0.8,0.3,2.5,6.5,1.3,4.3,0.5,0.5,0.5,1.8,0.8
Ben Sheppard,G,IND,pts+asts,4.5,OKC,base,Thu 8:40 PM,107.5,N/A,66.7%,80.0%,63,5.3,2.8,1.3,0.6,0.2,1.9,4.6,1.1,3.2,0.4,0.4,0.7,2.1,0.3,5,3.8,2.2,1.0,0.4,0.0,1.2,2.0,1.0,1.6,0.4,0.4,0.2,2.0,0.6,10,3.9,1.8,0.6,0.3,0.0,1.3,2.3,0.9,1.7,0.4,0.4,0.1,1.7,0.7,2.0,7.5,2.5,2.0,0.5,0.5,2.5,5.5,1.5,4.0,1.0,1.0,0.0,2.5,1.0,4,6.8,2.3,1.0,0.8,0.3,2.5,6.5,1.3,4.3,0.5,0.5,0.5,1.8,0.8
Ben Sheppard,G,IND,pts+rebs,5.5,OKC,base,Thu 8:40 PM,107.5,N/A,68.3%,100.0%,63,5.3,2.8,1.3,0.6,0.2,1.9,4.6,1.1,3.2,0.4,0.4,0.7,2.1,0.3,5,3.8,2.2,1.0,0.4,0.0,1.2,2.0,1.0,1.6,0.4,0.4,0.2,2.0,0.6,10,3.9,1.8,0.6,0.3,0.0,1.3,2.3,0.9,1.7,0.4,0.4,0.1,1.7,0.7,2.0,7.5,2.5,2.0,0.5,0.5,2.5,5.5,1.5,4.0,1.0,1.0,0.0,2.5,1.0,4,6.8,2.3,1.0,0.8,0.3,2.5,6.5,1.3,4.3,0.5,0.5,0.5,1.8,0.8
Ben Sheppard,G,IND,fg attempted,3.0,OKC,base,Thu 8:40 PM,107.5,N/A,65.1%,100.0%,63,5.3,2.8,1.3,0.6,0.2,1.9,4.6,1.1,3.2,0.4,0.4,0.7,2.1,0.3,5,3.8,2.2,1.0,0.4,0.0,1.2,2.0,1.0,1.6,0.4,0.4,0.2,2.0,0.6,10,3.9,1.8,0.6,0.3,0.0,1.3,2.3,0.9,1.7,0.4,0.4,0.1,1.7,0.7,2.0,7.5,2.5,2.0,0.5,0.5,2.5,5.5,1.5,4.0,1.0,1.0,0.0,2.5,1.0,4,6.8,2.3,1.0,0.8,0.3,2.5,6.5,1.3,4.3,0.5,0.5,0.5,1.8,0.8
Cason Wallace,G,OKC,points,6.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,60.0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,two pointers attempted,3.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,fg attempted,6.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,60.0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,3-pt attempted,3.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,40.0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,pts+rebs,10.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,40.0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,pts+rebs+asts,12.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,40.0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,pts+asts,9.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,40.0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,fantasy score,18.0,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Cason Wallace,G,OKC,fg made,2.5,IND,base,Thu 8:40 PM,114.3,N/A,N/A%,60.0%,68,8.4,3.4,2.5,1.8,0.5,3.4,7.2,1.1,3.1,0.4,0.5,1.0,2.3,0.9,5,5.0,2.4,3.6,0.8,0.8,1.8,5.0,1.0,3.4,0.4,0.4,1.8,0.6,0.8,10,5.9,2.9,2.8,1.4,0.4,2.2,5.6,1.1,3.4,0.4,0.5,1.4,1.5,1.1,2.0,8.0,2.0,2.0,2.0,1.0,3.0,7.5,1.0,3.0,1.0,1.0,0.5,1.5,0.5,4,7.3,2.0,1.3,1.8,1.0,2.8,6.8,1.3,2.8,0.5,0.5,0.3,1.8,1.5
Pascal Siakam,F,IND,points in first 5 minutes,2.5,OKC,base,Thu 8:40 PM,107.5,N/A,2.6%,0%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,personal fouls,3.0,OKC,base,Thu 8:40 PM,107.5,N/A,17.9%,0%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,two pointers made,6.5,OKC,base,Thu 8:40 PM,107.5,N/A,66.7%,0%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,fg attempted,16.5,OKC,base,Thu 8:40 PM,107.5,N/A,32.1%,18.2%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,free throws attempted,4.5,OKC,base,Thu 8:40 PM,107.5,N/A,34.6%,0%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,pts+rebs+asts,29.5,OKC,base,Thu 8:40 PM,107.5,N/A,56.4%,63.6%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,offensive rebounds,1.5,OKC,base,Thu 8:40 PM,107.5,N/A,46.2%,54.5%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,pts+rebs,26.0,OKC,base,Thu 8:40 PM,107.5,N/A,56.4%,72.7%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
Pascal Siakam,F,IND,defensive rebounds,5.0,OKC,base,Thu 8:40 PM,107.5,N/A,35.9%,72.7%,78,20.2,6.9,3.4,0.9,0.5,7.9,15.2,1.6,4.2,2.9,3.9,1.7,5.2,1.4,5,26.4,5.0,3.0,1.2,0.8,9.6,17.8,2.0,3.6,5.2,7.6,1.4,3.6,1.2,10,22.1,5.4,3.6,1.0,0.5,8.5,15.7,1.5,3.1,3.6,5.7,1.1,4.3,1.0,2.0,16.5,9.5,2.0,0.0,0.5,5.5,12.5,3.0,6.0,2.5,4.0,1.5,8.0,1.5,10,20.7,9.2,3.8,0.8,0.5,7.7,13.6,1.7,3.1,3.6,4.8,1.8,7.4,2.4
